client_id,age,situation_familiale,statut_logement,type_logement,surface_m2,region,patrimoine_estime,revenu_annuel,assureur,garanties,exclusions,nombre_garanties,montant_couvert,cotisation_annuelle,sinistres_déclarés,dernier_sinistre,résiliation_précédente,paiements_en_retard
CLT00976,81,Marié(e),Propriétaire,Maison individuelle isolée,175,Île-de-France,57750,27447,"Covéa (MMA, MAAF, GMF)","['Attentats matériels', 'Responsabilité civile']","[""Dégât des eaux, gel, refoulement d'égout""]",2,47106,2038,3,2022-09-10,Non,Non
CLT00977,70,Célibataire,Locataire,Maison individuelle isolée,158,Auvergne-Rhône-Alpes,47400,40537,Macif (Aéma Groupe),['Attentats matériels'],"['Tempête, grêle, neige']",1,35817,788,3,2023-02-24,Non,Non
CLT00978,69,Célibataire,Propriétaire,Maison individuelle isolée,154,Nouvelle-Aquitaine,47740,28538,Groupe des Assurances du Crédit Mutuel,['Attentats matériels'],['Vol'],1,39816,1190,2,2025-06-16,Non,Non
CLT00979,22,Marié(e),Propriétaire,Appartement,53,Île-de-France,17490,30781,"Covéa (MMA, MAAF, GMF)","['Attentats matériels', 'Catastrophes naturelles']","['Dommages électriques, climatiques, inondation', 'Assistance', 'Vol']",2,12082,617,3,2024-04-24,Non,Non
CLT00980,18,En couple,Locataire,Maison individuelle isolée,113,Île-de-France,37290,36675,Groupe des Assurances du Crédit Mutuel,['Catastrophes naturelles'],"[""Protection corporelle de l'assuré"", 'Assistance', ""Dégât des eaux, gel, refoulement d'égout""]",1,37161,230,0,,Non,Non
CLT00981,20,Marié(e),Locataire,Appartement,94,Île-de-France,31020,47334,Crédit Agricole Assurances (Pacifica),"['Responsabilité civile', 'Attentats matériels']","['Incendie, foudre, explosion, vandalisme']",2,5796,315,1,2024-03-20,Non,Non
CLT00982,85,Marié(e),Locataire,Appartement,91,Auvergne-Rhône-Alpes,27300,53317,Macif (Aéma Groupe),"['Catastrophes naturelles', 'Attentats matériels', 'Responsabilité civile']","['Incendie, foudre, explosion, vandalisme']",3,25781,605,3,2022-10-10,Non,Non
CLT00983,51,Divorcé(e),Locataire,Maison individuelle isolée,172,Provence-Alpes-Côte d'Azur,55040,30826,Groupe des Assurances du Crédit Mutuel,['Attentats matériels'],"['Tempête, grêle, neige']",1,41839,664,2,2022-07-08,Non,Non
CLT00984,42,Divorcé(e),Propriétaire,Appartement,56,Auvergne-Rhône-Alpes,16800,24542,"Covéa (MMA, MAAF, GMF)","['Responsabilité civile', 'Attentats matériels']","[""Protection corporelle de l'assuré"", 'Incendie, foudre, explosion, vandalisme', 'Vol']",2,13526,504,2,2024-11-24,Non,Oui
CLT00985,81,Marié(e),Locataire,Maison mitoyenne,166,Île-de-France,54780,31968,"Covéa (MMA, MAAF, GMF)",['Responsabilité civile'],"['Incendie, foudre, explosion, vandalisme', 'Dommages électriques, climatiques, inondation']",1,6941,828,3,2024-09-25,Non,Non
CLT00986,70,Célibataire,Propriétaire,Maison mitoyenne,191,Auvergne-Rhône-Alpes,57300,40213,Crédit Agricole Assurances (Pacifica),"['Catastrophes naturelles', 'Responsabilité civile']","['Tempête, grêle, neige']",2,31890,2224,3,2025-04-07,Non,Non
CLT00987,20,Marié(e),Propriétaire,Appartement,93,Occitanie,26040,38727,Macif (Aéma Groupe),"['Catastrophes naturelles', 'Attentats matériels', 'Responsabilité civile']","['Vol', ""Protection corporelle de l'assuré"", 'Tempête, grêle, neige']",3,18371,714,1,2023-10-27,Non,Non
CLT00988,55,Divorcé(e),Propriétaire,Maison mitoyenne,185,Nouvelle-Aquitaine,57350,31706,Matmut,['Attentats matériels'],['Vol'],1,18679,1429,2,2024-05-18,Oui,Non
CLT00989,22,Célibataire,Locataire,Appartement,47,Auvergne-Rhône-Alpes,14100,33887,Groupe des Assurances du Crédit Mutuel,"['Catastrophes naturelles', 'Attentats matériels']",['Assistance'],2,10962,273,3,2023-01-23,Non,Non
CLT00990,40,Divorcé(e),Propriétaire,Maison mitoyenne,130,Provence-Alpes-Côte d'Azur,41600,33613,Crédit Agricole Assurances (Pacifica),"['Catastrophes naturelles', 'Responsabilité civile', 'Attentats matériels']","['Assistance', ""Protection corporelle de l'assuré"", 'Bris de glace, véranda, capteurs solaires']",3,33323,1730,3,2025-02-01,Non,Non
CLT00991,49,Marié(e),Propriétaire,Appartement,64,Auvergne-Rhône-Alpes,19200,35150,Groupe des Assurances du Crédit Mutuel,"['Responsabilité civile', 'Catastrophes naturelles']","['Dommages électriques, climatiques, inondation', 'Assistance']",2,9029,577,2,2025-03-14,Non,Oui
CLT00992,77,Célibataire,Propriétaire,Maison individuelle isolée,199,Auvergne-Rhône-Alpes,59699,50066,"Covéa (MMA, MAAF, GMF)","['Catastrophes naturelles', 'Attentats matériels']","['Assistance', 'Dommages électriques, climatiques, inondation']",2,51956,2317,3,2023-02-11,Non,Non
CLT00993,71,Marié(e),Propriétaire,Maison individuelle isolée,129,Provence-Alpes-Côte d'Azur,41280,37880,Matmut,"['Attentats matériels', 'Responsabilité civile', 'Catastrophes naturelles']","['Bris de glace, véranda, capteurs solaires', 'Assistance', 'Tempête, grêle, neige']",3,40509,1717,3,2022-11-02,Oui,Non
CLT00994,22,En couple,Locataire,Maison mitoyenne,95,Auvergne-Rhône-Alpes,28500,40288,Matmut,['Attentats matériels'],"[""Dégât des eaux, gel, refoulement d'égout""]",1,5000,367,2,2022-07-08,Non,Non
CLT00995,52,Marié(e),Propriétaire,Maison individuelle isolée,98,Provence-Alpes-Côte d'Azur,31360,35668,Matmut,"['Catastrophes naturelles', 'Attentats matériels', 'Responsabilité civile']","['Tempête, grêle, neige', ""Protection corporelle de l'assuré""]",3,26258,1009,2,2024-05-07,Non,Non
CLT00996,38,En couple,Propriétaire,Appartement,55,Provence-Alpes-Côte d'Azur,17600,28277,Groupe des Assurances du Crédit Mutuel,"['Attentats matériels', 'Catastrophes naturelles', 'Responsabilité civile']","['Tempête, grêle, neige']",3,5868,566,2,2025-01-22,Non,Non
CLT00997,22,Célibataire,Propriétaire,Appartement,87,Nouvelle-Aquitaine,26970,27991,Macif (Aéma Groupe),"['Responsabilité civile', 'Attentats matériels']","['Dommages électriques, climatiques, inondation', 'Vol', 'Tempête, grêle, neige']",2,26486,784,2,2024-02-25,Non,Non
CLT00998,48,Célibataire,Propriétaire,Appartement,45,Provence-Alpes-Côte d'Azur,14400,51042,Macif (Aéma Groupe),"['Attentats matériels', 'Responsabilité civile']","[""Dégât des eaux, gel, refoulement d'égout"", 'Assistance', ""Protection corporelle de l'assuré""]",2,9951,524,3,2024-08-06,Non,Non
CLT00999,83,Célibataire,Propriétaire,Maison individuelle isolée,144,Auvergne-Rhône-Alpes,43199,22246,Crédit Agricole Assurances (Pacifica),"['Responsabilité civile', 'Catastrophes naturelles', 'Attentats matériels']","[""Protection corporelle de l'assuré""]",3,11655,1916,3,2024-12-22,Non,Non
CLT01000,80,Célibataire,Locataire,Maison mitoyenne,190,Occitanie,53200,41013,Groupe des Assurances du Crédit Mutuel,['Responsabilité civile'],"[""Dégât des eaux, gel, refoulement d'égout""]",1,8211,948,3,2024-09-18,Non,Non
CLT01001,34,Marié(e),Locataire,Appartement,79,Nouvelle-Aquitaine,24490,52766,Groupe des Assurances du Crédit Mutuel,"['Attentats matériels', 'Catastrophes naturelles', 'Responsabilité civile']","[""Protection corporelle de l'assuré"", ""Dégât des eaux, gel, refoulement d'égout"", 'Tempête, grêle, neige']",3,18358,407,2,2023-02-19,Non,Non
CLT01002,47,Célibataire,Locataire,Maison individuelle isolée,149,Occitanie,41720,38679,Macif (Aéma Groupe),"['Catastrophes naturelles', 'Attentats matériels', 'Responsabilité civile']","[""Dégât des eaux, gel, refoulement d'égout"", 'Tempête, grêle, neige', 'Assistance']",3,12271,991,3,2024-02-28,Non,Non
CLT01003,70,Veuf(ve),Propriétaire,Maison individuelle isolée,176,Occitanie,49280,43791,"Covéa (MMA, MAAF, GMF)",['Catastrophes naturelles'],"[""Protection corporelle de l'assuré""]",1,15381,1757,3,2023-06-24,Oui,Non
CLT01004,37,Célibataire,Propriétaire,Appartement,55,Occitanie,15400,30609,"Covéa (MMA, MAAF, GMF)","['Responsabilité civile', 'Attentats matériels', 'Catastrophes naturelles']","['Tempête, grêle, neige']",3,14929,732,3,2022-12-19,Non,Non
CLT01005,76,En couple,Propriétaire,Maison individuelle isolée,98,Nouvelle-Aquitaine,30380,22559,"Covéa (MMA, MAAF, GMF)",['Responsabilité civile'],"['Incendie, foudre, explosion, vandalisme', 'Dommages électriques, climatiques, inondation', 'Assistance']",1,30117,757,2,2023-04-24,Non,Non
CLT01006,72,En couple,Locataire,Maison mitoyenne,128,Nouvelle-Aquitaine,39680,24822,"Covéa (MMA, MAAF, GMF)","['Catastrophes naturelles', 'Attentats matériels', 'Responsabilité civile']","['Bris de glace, véranda, capteurs solaires', ""Dégât des eaux, gel, refoulement d'égout"", 'Incendie, foudre, explosion, vandalisme']",3,25988,851,3,2023-03-12,Oui,Non
CLT01007,62,Divorcé(e),Propriétaire,Maison individuelle isolée,186,Nouvelle-Aquitaine,57660,42587,Crédit Agricole Assurances (Pacifica),"['Responsabilité civile', 'Attentats matériels']","['Tempête, grêle, neige', ""Dégât des eaux, gel, refoulement d'égout""]",2,40770,1676,2,2024-01-06,Oui,Non
CLT01008,19,Marié(e),Propriétaire,Appartement,73,Provence-Alpes-Côte d'Azur,23360,37889,"Covéa (MMA, MAAF, GMF)",['Attentats matériels'],"['Tempête, grêle, neige']",1,16303,728,3,2025-03-15,Non,Oui
CLT01009,83,Marié(e),Propriétaire,Appartement,60,Provence-Alpes-Côte d'Azur,19200,36018,Crédit Agricole Assurances (Pacifica),"['Responsabilité civile', 'Catastrophes naturelles']","[""Dégât des eaux, gel, refoulement d'égout"", ""Protection corporelle de l'assuré""]",2,18271,698,3,2023-08-13,Non,Non
CLT01010,31,Célibataire,Locataire,Appartement,71,Nouvelle-Aquitaine,22010,49825,Groupe des Assurances du Crédit Mutuel,['Attentats matériels'],"['Bris de glace, véranda, capteurs solaires', ""Dégât des eaux, gel, refoulement d'égout"", 'Assistance']",1,21825,354,3,2023-08-17,Non,Non
CLT01011,39,En couple,Locataire,Appartement,88,Auvergne-Rhône-Alpes,26400,22452,Crédit Agricole Assurances (Pacifica),"['Attentats matériels', 'Responsabilité civile', 'Catastrophes naturelles']","[""Dégât des eaux, gel, refoulement d'égout"", 'Assistance']",3,18256,585,3,2022-08-24,Non,Oui
CLT01012,30,Célibataire,Propriétaire,Appartement,66,Provence-Alpes-Côte d'Azur,21120,51983,Groupe des Assurances du Crédit Mutuel,"['Catastrophes naturelles', 'Attentats matériels', 'Responsabilité civile']","['Incendie, foudre, explosion, vandalisme', ""Dégât des eaux, gel, refoulement d'égout""]",3,20823,680,2,2023-07-13,Non,Non
CLT01013,84,Célibataire,Propriétaire,Maison individuelle isolée,159,Île-de-France,52470,33251,"Covéa (MMA, MAAF, GMF)","['Catastrophes naturelles', 'Responsabilité civile', 'Attentats matériels']","['Assistance', 'Vol', 'Tempête, grêle, neige']",3,13137,1638,2,2023-07-17,Oui,Non
CLT01014,53,Marié(e),Propriétaire,Appartement,54,Occitanie,15120,39676,Groupe des Assurances du Crédit Mutuel,['Catastrophes naturelles'],"['Bris de glace, véranda, capteurs solaires', 'Dommages électriques, climatiques, inondation', ""Dégât des eaux, gel, refoulement d'égout""]",1,15096,417,2,2024-01-20,Non,Non
CLT01015,45,Célibataire,Locataire,Appartement,60,Provence-Alpes-Côte d'Azur,19200,41190,"Covéa (MMA, MAAF, GMF)","['Attentats matériels', 'Responsabilité civile', 'Catastrophes naturelles']","['Dommages électriques, climatiques, inondation', 'Assistance']",3,17122,309,2,2023-09-01,Non,Non
CLT01016,33,Marié(e),Locataire,Maison individuelle isolée,104,Occitanie,29120,31688,Crédit Agricole Assurances (Pacifica),"['Attentats matériels', 'Catastrophes naturelles']","['Incendie, foudre, explosion, vandalisme']",2,26630,468,2,2024-09-19,Non,Oui
CLT01017,84,Marié(e),Locataire,Maison individuelle isolée,131,Île-de-France,43230,42549,Macif (Aéma Groupe),['Attentats matériels'],"['Dommages électriques, climatiques, inondation', 'Assistance']",1,23742,653,3,2022-07-17,Non,Non
CLT01018,69,Divorcé(e),Locataire,Appartement,76,Île-de-France,25080,22173,"Covéa (MMA, MAAF, GMF)","['Catastrophes naturelles', 'Responsabilité civile', 'Attentats matériels']","[""Dégât des eaux, gel, refoulement d'égout"", 'Vol', 'Bris de glace, véranda, capteurs solaires']",3,14927,391,2,2024-06-27,Non,Oui
CLT01019,47,Marié(e),Propriétaire,Maison individuelle isolée,134,Occitanie,37520,32088,Macif (Aéma Groupe),"['Catastrophes naturelles', 'Responsabilité civile']","['Dommages électriques, climatiques, inondation', ""Protection corporelle de l'assuré"", 'Incendie, foudre, explosion, vandalisme']",2,30140,1208,2,2022-08-18,Non,Non
CLT01020,22,Célibataire,Propriétaire,Appartement,73,Île-de-France,24090,28950,Macif (Aéma Groupe),"['Catastrophes naturelles', 'Responsabilité civile']","[""Dégât des eaux, gel, refoulement d'égout""]",2,18946,658,2,2024-05-09,Non,Non
CLT01021,78,Célibataire,Locataire,Appartement,46,Nouvelle-Aquitaine,14260,38431,Crédit Agricole Assurances (Pacifica),['Responsabilité civile'],"['Dommages électriques, climatiques, inondation', 'Vol', 'Incendie, foudre, explosion, vandalisme']",1,13243,150,1,2024-01-29,Oui,Non
CLT01022,50,Marié(e),Locataire,Maison individuelle isolée,187,Île-de-France,61710,46264,"Covéa (MMA, MAAF, GMF)","['Responsabilité civile', 'Catastrophes naturelles', 'Attentats matériels']","['Tempête, grêle, neige']",3,47380,1244,3,2023-09-21,Non,Non
CLT01023,41,Célibataire,Propriétaire,Maison mitoyenne,114,Occitanie,31920,41061,"Covéa (MMA, MAAF, GMF)","['Attentats matériels', 'Catastrophes naturelles', 'Responsabilité civile']","['Incendie, foudre, explosion, vandalisme', ""Protection corporelle de l'assuré""]",3,27130,1517,3,2023-02-17,Oui,Oui
CLT01024,26,Célibataire,Locataire,Maison individuelle isolée,198,Nouvelle-Aquitaine,61380,30615,Groupe des Assurances du Crédit Mutuel,"['Catastrophes naturelles', 'Responsabilité civile']","['Bris de glace, véranda, capteurs solaires']",2,7998,892,2,2022-07-18,Non,Non
CLT01025,27,Divorcé(e),Locataire,Maison individuelle isolée,138,Île-de-France,45540,42074,"Covéa (MMA, MAAF, GMF)","['Attentats matériels', 'Catastrophes naturelles']","['Assistance', 'Bris de glace, véranda, capteurs solaires']",2,32338,803,3,2024-03-04,Non,Oui
CLT01026,81,Veuf(ve),Locataire,Maison mitoyenne,172,Occitanie,48160,28993,"Covéa (MMA, MAAF, GMF)","['Responsabilité civile', 'Attentats matériels']","['Vol', 'Tempête, grêle, neige', 'Dommages électriques, climatiques, inondation']",2,24535,775,2,2024-06-27,Oui,Oui
CLT01027,40,Divorcé(e),Locataire,Appartement,48,Auvergne-Rhône-Alpes,14399,27046,Matmut,['Catastrophes naturelles'],"['Dommages électriques, climatiques, inondation']",1,5285,185,2,2024-08-19,Non,Non
CLT01028,33,Marié(e),Locataire,Maison mitoyenne,96,Provence-Alpes-Côte d'Azur,30720,49891,Matmut,"['Catastrophes naturelles', 'Responsabilité civile']","['Vol', 'Incendie, foudre, explosion, vandalisme']",2,24877,432,2,2022-09-24,Non,Non
CLT01029,70,Marié(e),Locataire,Maison mitoyenne,124,Auvergne-Rhône-Alpes,37199,49744,"Covéa (MMA, MAAF, GMF)","['Responsabilité civile', 'Catastrophes naturelles', 'Attentats matériels']","['Tempête, grêle, neige', 'Dommages électriques, climatiques, inondation', 'Incendie, foudre, explosion, vandalisme']",3,36167,825,3,2023-08-16,Non,Oui
CLT01030,28,Divorcé(e),Locataire,Maison individuelle isolée,120,Île-de-France,39600,33201,"Covéa (MMA, MAAF, GMF)",['Attentats matériels'],"[""Protection corporelle de l'assuré"", 'Dommages électriques, climatiques, inondation']",1,30971,463,2,2024-10-11,Non,Oui
CLT01031,40,Marié(e),Propriétaire,Maison individuelle isolée,187,Occitanie,52360,50573,Macif (Aéma Groupe),['Catastrophes naturelles'],['Vol'],1,51517,1867,3,2024-04-26,Non,Oui
CLT01032,32,Marié(e),Locataire,Appartement,72,Nouvelle-Aquitaine,22320,22358,"Covéa (MMA, MAAF, GMF)","['Responsabilité civile', 'Attentats matériels', 'Catastrophes naturelles']","['Incendie, foudre, explosion, vandalisme', ""Protection corporelle de l'assuré""]",3,12812,479,3,2025-06-22,Non,Non
CLT01033,47,Célibataire,Locataire,Appartement,85,Auvergne-Rhône-Alpes,25500,29035,Matmut,['Responsabilité civile'],"['Incendie, foudre, explosion, vandalisme', 'Vol']",1,11992,328,2,2024-01-11,Non,Non
CLT01034,24,Célibataire,Locataire,Appartement,79,Auvergne-Rhône-Alpes,23700,51579,Crédit Agricole Assurances (Pacifica),['Attentats matériels'],"['Bris de glace, véranda, capteurs solaires', 'Vol']",1,22525,305,2,2025-04-26,Non,Non
CLT01035,85,Marié(e),Locataire,Maison mitoyenne,178,Île-de-France,58740,37609,Crédit Agricole Assurances (Pacifica),['Responsabilité civile'],"['Tempête, grêle, neige']",1,42014,888,3,2023-01-01,Non,Oui
CLT01036,42,Célibataire,Propriétaire,Maison individuelle isolée,118,Provence-Alpes-Côte d'Azur,37760,30619,Groupe des Assurances du Crédit Mutuel,"['Catastrophes naturelles', 'Responsabilité civile', 'Attentats matériels']","['Assistance', 'Dommages électriques, climatiques, inondation', 'Incendie, foudre, explosion, vandalisme']",3,5000,1215,2,2024-06-06,Oui,Oui
CLT01037,58,Célibataire,Locataire,Maison individuelle isolée,189,Auvergne-Rhône-Alpes,56699,25018,Groupe des Assurances du Crédit Mutuel,"['Catastrophes naturelles', 'Attentats matériels']",['Vol'],2,41867,852,2,2025-02-25,Non,Non
CLT01038,46,Célibataire,Propriétaire,Maison individuelle isolée,193,Provence-Alpes-Côte d'Azur,61760,43873,Macif (Aéma Groupe),['Attentats matériels'],"['Incendie, foudre, explosion, vandalisme', 'Assistance', 'Bris de glace, véranda, capteurs solaires']",1,58528,1926,3,2022-09-19,Non,Non
CLT01039,42,Célibataire,Locataire,Maison mitoyenne,126,Occitanie,35280,26920,Groupe des Assurances du Crédit Mutuel,"['Catastrophes naturelles', 'Responsabilité civile', 'Attentats matériels']","['Assistance', ""Protection corporelle de l'assuré"", ""Dégât des eaux, gel, refoulement d'égout""]",3,29599,649,2,2023-03-18,Non,Non
CLT01040,50,Célibataire,Locataire,Appartement,76,Nouvelle-Aquitaine,23560,53771,Crédit Agricole Assurances (Pacifica),"['Attentats matériels', 'Responsabilité civile', 'Catastrophes naturelles']","[""Protection corporelle de l'assuré""]",3,19334,391,2,2023-11-15,Oui,Non
CLT01041,40,Célibataire,Locataire,Appartement,61,Nouvelle-Aquitaine,18910,42970,Macif (Aéma Groupe),['Responsabilité civile'],"['Vol', ""Dégât des eaux, gel, refoulement d'égout"", 'Incendie, foudre, explosion, vandalisme']",1,8983,304,3,2025-03-17,Oui,Non
CLT01042,66,Célibataire,Locataire,Maison mitoyenne,115,Île-de-France,37950,53841,Macif (Aéma Groupe),['Responsabilité civile'],"['Bris de glace, véranda, capteurs solaires', ""Dégât des eaux, gel, refoulement d'égout"", 'Incendie, foudre, explosion, vandalisme']",1,29407,444,2,2022-09-19,Oui,Non
CLT01043,29,En couple,Locataire,Appartement,90,Île-de-France,29700,41482,Macif (Aéma Groupe),"['Attentats matériels', 'Responsabilité civile']","['Assistance', 'Bris de glace, véranda, capteurs solaires', 'Incendie, foudre, explosion, vandalisme']",2,12486,524,3,2023-02-21,Non,Non
